SMILES,MOLREGNO,Sol_uM,Acidic_pKa,Basic_pKa,Charge_State
C[C@@H]1CN([C@@H](C)CN1C(=O)OC(C)(C)C)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,1364320,0.8999999999999998,19.7,2.44,neutral
COc1ccccc1NC(=O)c2cc3ccccc3cc2O,1368953,0.8999999999999998,7.7,-4.25,neutral
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,28331,0.8999999999999998,,-4.93,neutral
CN(CCCCc1ccncc1)CCc2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6,73106,0.8999999999999998,15.82,10.03,basic
Cn1c(nnc1C23CCC(CC2)(CC3)c4noc(n4)c5ccc(F)cc5)c6ccccc6C(F)(F)F,333010,0.8999999999999998,,2.24,neutral
C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc3NC(=O)Sc13,437629,1.0,10.73,3.74,neutral
Clc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1,1346129,1.0,7.13,5.43,acidic
CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cn2,1364309,1.0,19.7,5.72,neutral
COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,691942,1.0,13.66,7.84,basic
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C(C)C)[C@@H](C)C(=O)N,346697,1.0,13.75,7.07,neutral
CC\C(=C(\c1ccc(O)cc1)/c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,622695,1.0,3.97,-6.47,acidic
CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1,416764,1.0,12.94,1.11,neutral
CC(C)CN1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12,138169,1.0,,-7.6,neutral
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Br)ccc3[nH]2,162640,1.0,14.1,-1.78,neutral
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5csc(C)n5)cc4,310193,1.0,15.2,2.61,neutral
COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6,692959,1.0,13.18,6.88,neutral
COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,29637,1.0,8.44,3.93,neutral
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC4CCN(CC4)S(=O)(=O)C,359169,1.0,13.99,4.49,neutral
Cc1ccccc1Oc2cc(ncn2)N3N=CC(=C(Cl)C3=O)Cl,808051,1.0,,-1.29,neutral
CS(=O)(=O)Cc1cc(nc(n1)c2cccc3cc[nH]c23)N4CCOCC4,1519882,1.1,15.16,2.46,neutral
Fc1cc(Br)ccc1CN2C(=O)C(=O)c3cccc(Cl)c23,478816,1.1,,-5.02,neutral
OCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,394046,1.1,10.24,-1.87,neutral
COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,508707,1.1,14.71,5.19,neutral
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)c(c3)C(F)(F)F,644664,1.1,16.57,-1.0,neutral
COc1ccc2c(Oc3ccc(CC(=O)Nc4cnn(C)c4)c(OC)c3)ccnc2c1,1338871,1.1,11.71,5.68,neutral
Cc1cn(cn1)c2cc(NC(=O)c3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)cc(c2)C(F)(F)F,426660,1.1,12.38,5.92,neutral
Cc1ccn2c(NC(=O)c3ccccc3)c(nc2c1)c4cccs4,1120215,1.1,15.9,4.29,neutral
COc1ccc(cc1)c2csc(n2)N(CCCN3CCOCC3)C(=O)c4occc4,1047203,1.1,,6.11,neutral
O=C(CC(c1ccccc1)S(=O)(=O)c2ccccc2)c3ccccc3,1515435,1.1,14.85,-7.48,neutral
c1ccc(cc1)C(c2ccc(cc2)c3ccccc3)n4ccnc4,16973,1.1,,6.36,neutral
CCOc1ccc(NC(=O)Nc2ccc3snnc3c2)cc1,762706,1.1,11.39,-0.67,neutral
COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c4cccc(c4)C(=O)N(C)C)C(=O)N)c1,578235,1.1,13.75,5.44,neutral
CNC(=O)Nc1cc(sc1C(=O)N)c2ccccc2,346205,1.1,11.5,-2.3,neutral
OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3ccc(Nc4ccc(nc4)C(F)(F)F)cn3,1540496,1.1,5.03,4.31,acidic
FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl,321696,1.1,13.3,2.4,neutral
CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,416766,1.1,12.92,1.11,neutral
O=C(Cc1ccccc1)Nc2ccc(cc2)N3CCCC3,796739,1.1,15.49,4.76,neutral
COc1cc2cc(nc(C)c2cc1OC)c3ccc(O)cc3O,973499,1.1999999999999997,8.03,5.58,neutral
CCOc1ccc(NCC(=O)c2ccc(C)cc2)cc1,926975,1.1999999999999997,16.66,3.76,neutral
CC(C)CC(C(=O)NCC(=O)CNS(=O)(=O)c1ccccn1)c2cccc(c2)c3ccccc3,1515677,1.1999999999999997,8.85,-1.3,neutral
OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,394049,1.1999999999999997,10.24,-1.87,neutral
COc1ccc(cc1OC)C(=O)Nc2ccc(cc2)N3CCCC3,925075,1.1999999999999997,15.21,4.73,neutral
Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(N4CCOCC4)c(F)c3,1346104,1.2999999999999996,5.46,-2.3,acidic
Clc1cccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1,315729,1.2999999999999996,13.07,3.32,neutral
COc1cc(ccc1Nc2ncc(OC)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,1166899,1.2999999999999996,15.16,5.09,neutral
Fc1cnc(Nc2ccccc2)nc1Nc3ccccc3,460704,1.2999999999999996,13.68,2.85,neutral
C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,343041,1.2999999999999996,14.83,-2.87,neutral
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccc(F)cn34)N5CCN(CC5)C(=O)C,1166927,1.2999999999999996,14.0,5.28,neutral
CS(=O)(=O)c1cccc(Nc2nccc(n2)N(CC#N)c3c(Cl)ccc4OCOc34)c1,710330,1.2999999999999996,12.02,0.73,neutral
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1c4ocnc4,105181,1.2999999999999996,11.22,0.57,neutral
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5nccs5)c3)c12,424669,1.2999999999999996,14.49,4.56,neutral
Nc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,502044,1.2999999999999996,6.82,1.31,acidic
COc1ccc(Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2)cc1,573009,1.2999999999999996,17.38,6.81,neutral
CN(C)c1ccc(Nc2nccc(n2)c3sc(C)nc3C)cc1Cl,66755,1.2999999999999996,14.15,2.98,neutral
CC(C)N(c1ccnc(Nc2cc(cc(c2)S(=O)(=O)C)N3CCOCC3)n1)c4cc(CO)ccc4C,1117811,1.2999999999999996,12.56,4.2,neutral
C[C@@]1(O)C[C@@H](C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26,623658,1.2999999999999996,15.23,5.66,neutral
CCOC(=O)c1ccccc1c2csc(NS(=O)(=O)c3ccc(Cl)cc3)n2,872277,1.4000000000000001,6.74,-0.49,acidic
COc1ccc(cc1OC)C(=O)Nc2cccc(NC(=O)c3cccc(c3)N(C)C)c2,310057,1.4000000000000001,14.75,3.62,neutral
C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOCC3)c4ccc(Nc5ccccc5)nc4n2,616728,1.4000000000000001,16.35,2.1,neutral
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4,309936,1.4000000000000001,15.2,3.78,neutral
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(ccn34)N5CCCC5)N6CCN(CC6)C(=O)C,1166926,1.4000000000000001,14.0,5.1,neutral
Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,165012,1.4000000000000001,15.17,4.95,neutral
COc1cc2ncc(C#N)c(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,43226,1.4000000000000001,18.04,4.29,neutral
COc1cc2c(Nc3cnc(NC(=O)c4ccc(F)c(Cl)c4)nc3)ncnc2cc1OCCCN5CCOCC5,341019,1.4000000000000001,13.15,6.83,neutral
COc1ccc2nccc(Oc3ccc(CC(=O)Nc4noc(C)c4C)c(OC)c3)c2c1,1338858,1.4000000000000001,11.14,5.41,neutral
CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,1068052,1.4000000000000001,11.94,4.73,neutral
COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,398523,1.4000000000000001,8.04,4.64,neutral
CCn1c2ccccc2c3cc(NC(=O)C(C)C)ccc13,971630,1.4000000000000001,13.8,-3.67,neutral
CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cc1,63632,1.4000000000000001,,4.41,neutral
Cc1ccnc(NC(c2ccccn2)c3c(C)[nH]c4ccccc34)c1,799846,1.4000000000000001,15.95,7.29,neutral
O=C(CN1CCOCC1)Nc2ccc(cc2OCC3CC3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6,1068048,1.4999999999999998,11.93,4.73,neutral
CN(CCOc1ccccc1c2cc(C(=O)N)c(NC(=O)N)s2)Cc3ccccc3,476532,1.4999999999999998,10.16,8.61,basic
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,604615,1.4999999999999998,12.55,8.81,basic
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4ccnn4,250995,1.4999999999999998,14.27,4.48,neutral
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)sc3[nH]2,367342,1.4999999999999998,10.94,-1.84,neutral
CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,327620,1.4999999999999998,15.83,8.66,basic
NC(=O)c1ccccc1NC(=O)Nc2ccc(Cl)c(Cl)c2,98609,1.4999999999999998,10.78,-0.8,neutral
CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CC5CCC(C4)O5,1342503,1.4999999999999998,15.82,2.81,neutral
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@H](C)O,1166771,1.4999999999999998,13.36,5.13,neutral
CC(C)S(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,1519889,1.4999999999999998,16.01,2.57,neutral
Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,1439187,1.4999999999999998,10.4,1.2,neutral
CN(C1CCN(Cc2nc3cc(F)ccc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,1331885,1.4999999999999998,,6.92,neutral
CCN1C(=O)C=Cc2cnc(Nc3ccc(OC)c(OC)c3)nc12,235521,1.5999999999999999,13.87,0.97,neutral
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,406787,1.5999999999999999,9.51,4.27,neutral
CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4ccc(C#N)c(c4)C(F)(F)F,630846,1.5999999999999999,13.05,-1.55,neutral
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5,1166756,1.5999999999999999,11.85,5.12,neutral
OC1(CCN(CC1)c2ccc3nnc(n3n2)C(F)(F)F)c4ccc(F)cc4,1528793,1.5999999999999999,13.97,0.43,neutral
COc1cc2ncnc(Oc3ccc(CC(=O)Nc4ccc(cn4)N(C)C)cc3)c2cc1OC,1274969,1.5999999999999999,12.47,4.31,neutral
Oc1ncnc2c1c(cn2c3ccc(Br)cc3)c4ccccc4,847762,1.5999999999999999,7.76,-1.56,neutral
CC(C)Cc1nc(c2ccccc2)c(nc1O)c3ccc(CN4CCC(CC4)n5c(O)nc6ccccc56)cc3,300463,1.5999999999999999,10.39,7.49,basic
CCCCOc1ccc(cc1)C2=CC(=O)c3ccccc3N2,1348876,1.5999999999999999,11.14,1.01,neutral
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,438137,1.5999999999999999,14.78,4.63,neutral
CS(=O)(=O)N1CCc2c1nc(nc2c3cnc(N)nc3)N4CCOCC4,1075318,1.7,16.18,3.71,neutral
O=C1C=C(Nc2cc(Cc3ccccc3)ccc12)c4cccnc4,1060618,1.7,10.29,4.71,neutral
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1364315,1.7,19.7,2.44,neutral
COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,1166750,1.7,13.55,5.12,neutral
Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2CN4CCN(CC(=O)N5CCCC5)CC4)C(C)(C)C(=O)N6C7CCC6CC7,417879,1.7,11.6,7.57,basic
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c13,1060577,1.7,12.24,7.49,basic
COc1cc(OC2CN(C2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,1166752,1.7,13.54,5.12,neutral
CC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,674089,1.7,19.25,4.93,neutral
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(C)(C)C1,1364318,1.7,19.7,2.41,neutral
O=C(Nc1ccc(cc1)N2CCOCC2)c3oc(Nc4ccccc4)nn3,1346283,1.7,7.37,0.95,acidic
CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,465608,1.7,,-1.34,neutral
Cc1cc(CNc2ncc(Br)c(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1,1365764,1.7,11.86,5.07,neutral
CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,1519886,1.7999999999999996,16.01,2.56,neutral
CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,621255,1.7999999999999996,11.82,1.82,neutral
COc1ccc2c(Oc3ccc(CC(=O)Nc4cc(C)cc(CN(C)C)c4)c(OC)c3)ccnc2c1,1338873,1.7999999999999996,13.9,8.43,basic
CN([C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1331896,1.7999999999999996,19.7,5.48,neutral
OCCN(C(=O)CNC(=O)c1cc2cc(Cl)ccc2[nH]1)c3ccccc3,300186,1.7999999999999996,13.9,-1.76,neutral
COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN5CCN(C)CC5,338086,1.7999999999999996,9.41,8.0,basic
Cc1nc(O)c2cc(sc2n1)c3ccccc3,789554,1.7999999999999996,9.7,-2.23,neutral
C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOCC3)c4ccc(nc4n2)c5ccccc5,616797,1.7999999999999996,,2.06,neutral
COc1cc(Oc2ncnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc4cn(C)nc4C,1338866,1.7999999999999996,11.59,2.8,neutral
O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cccnc5c4)CN1C6CC6,1420528,1.9000000000000004,19.74,4.32,neutral
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,1166745,1.9000000000000004,14.0,5.13,neutral
o1c(nc(c2ccccc2)c1c3ccccc3)c4ccccc4,935829,1.9000000000000004,,-0.32,neutral
COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(Cl)cc3F)c2cc1OC,310047,1.9000000000000004,13.98,4.5,neutral
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,712273,1.9000000000000004,12.87,4.89,neutral
O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4ccccc4)nn3,1346123,1.9000000000000004,7.38,5.43,acidic
COCC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,673895,1.9000000000000004,19.15,4.93,neutral
COCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394023,1.9000000000000004,10.94,-1.84,neutral
Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2CCN4CCC(CC(=O)N5CCOCC5)CC4)C(C)(C)C(=O)N6C7CCC6CC7,417906,1.9000000000000004,12.76,9.12,basic
Cc1c(Cl)c(nn1CC(=O)N2CCN(CC2)c3ccc(F)cc3)C(F)(F)F,1517041,1.9000000000000004,,2.84,neutral
CCOC(=O)C1CCN(CC1)c2ncnc(Oc3ccc(CCC(=O)C)cc3)c2[N+](=O)[O-],450275,1.9000000000000004,19.59,-0.27,neutral
C[S+]([O-])c1ccc(cc1)c2ccc3C(=CC4=NNC(=O)N4c3c2)C,689688,1.9000000000000004,9.27,-6.48,neutral
[O-][N+](=O)c1ccc(cc1)C2=Nc3ccccc3C(=O)N2,644976,1.9000000000000004,8.32,-1.87,neutral
Fc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,1346124,1.9000000000000004,6.67,5.41,acidic
OCC(=O)N1CCC[C@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,413930,1.9000000000000004,13.63,4.68,neutral
CN(Cc1ccncc1)C(=O)c2ccc(Oc3ccc(C)cc3)cc2,1159330,1.9000000000000004,,5.02,neutral
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,19737,2.0,6.66,5.6,acidic
Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCN(CC5)C(=O)CO,674097,2.0,13.63,4.93,neutral
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,1338853,2.0,11.71,4.78,neutral
COc1cccc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,1275112,2.0,13.58,2.58,neutral
Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc5ccccn5,437219,2.0,6.09,9.19,zwitterionic
Nc1ncnc2c1nc(Sc3nc4cccc(Cl)c4s3)n2CCO,355925,2.0,15.42,3.43,neutral
COc1ccc(cc1OC)c2csc(NC(=O)c3c(C)onc3C)n2,1416331,2.0,12.64,0.8,neutral
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,190629,2.0,18.52,-4.81,neutral
CCn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,194626,2.0,13.92,5.05,neutral
Fc1cccc(F)c1CS(=O)(=O)N2CCN(CC2)c3ncccc3C(F)(F)F,1423859,2.0,,5.47,neutral
Cc1onc(c2ccccc2)c1C(=O)OCC(=O)c3ccccc3,987491,2.0,13.72,-0.28,neutral
OCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3,394048,2.0,13.67,-1.78,neutral
COc1cc2ncnc(Nc3cnn(CC(=O)Nc4cccc(F)c4)c3)c2cc1OC,1274954,2.0,12.76,4.51,neutral
O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(Oc5ccccc5)c4)nn3,1346132,2.0,6.87,5.42,acidic
CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3ccccc3,8548,2.1000000000000005,10.69,1.73,neutral
CC(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,193775,2.1000000000000005,13.91,5.05,neutral
Cc1ccc(cc1)C(=O)C(=O)c2ccc(C)cc2,321151,2.1000000000000005,,-8.54,neutral
COc1cc(OC2CCN(C)CC2)c3c(Nc4ccc(F)c(Cl)c4)ncnc3c1,342159,2.1000000000000005,15.08,8.61,basic
Cc1ccc(cc1)C(=O)C2CCN(CC2)S(=O)(=O)c3c(C)onc3C,1206395,2.1000000000000005,16.51,0.19,neutral
CC(C)OC(=O)N1CCC(CC1)Oc2ncnc3c2cnn3c4ccc(cc4F)S(=O)(=O)C,1146234,2.1000000000000005,19.71,0.92,neutral
CN(C)CCNc1cc(nc2cc(nn12)c3ccc(F)cc3)c4ccccc4,1198523,2.1000000000000005,,8.88,basic
COC(=O)C1=C(NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C)C#N,518263,2.1000000000000005,18.25,-6.67,neutral
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OCC(C)C)C,554892,2.2,19.44,-6.64,neutral
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1364327,2.2,19.67,2.44,neutral
Nc1nc(Nc2ccc(Cl)cc2)cc(n1)c3ccccc3,118914,2.2,16.0,6.13,neutral
OCCN(CCO)S(=O)(=O)c1ccc(cc1)N2CCC(=N2)c3ccc(Cl)cc3,957285,2.2,15.24,3.74,neutral
Fc1cc(cc(c1)C(=O)Nc2ccc(Cl)c(COc3cccnc3)c2)N4CCOCC4,323682,2.2,14.82,4.78,neutral
CCO\N=C\c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cc1,178427,2.2,,4.47,neutral
C[C@H]1CN(CCN1C(=O)OC(C)(C)C)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,1364317,2.2,19.7,2.47,neutral
CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,1339184,2.2,11.47,5.84,neutral
O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cnccc5c4)CN1C6CC6,1420529,2.2,19.74,5.1,neutral
O=C(CN1CCOCC1)Nc2ccc(cc2c3ccccc3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6,1068065,2.2,12.8,5.25,neutral
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,18694,2.2,10.6,-0.41,neutral
COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(cc4)S(=O)(=O)C)c23)c1,316032,2.2,13.06,3.32,neutral
OCC(=O)N1CCC[C@@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,413929,2.2,13.63,4.68,neutral
COc1cc2ncnc(Nc3cc(O)c(C)cc3F)c2cc1OC,250800,2.2,9.66,4.5,neutral
CC(=O)Nc1nc(cs1)c2ccc(Br)s2,1013228,2.2,10.79,-1.41,neutral
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C5CCN(CC5)C(=O)C,1166746,2.2,12.6,5.12,neutral
CCN(CC)c1ncnc2c1ncn2Cc3c(Cl)cccc3Cl,952588,2.2999999999999994,,3.34,neutral
Oc1ccc(cc1)C2=CC(=O)c3ccc(O)cc3O2,86145,2.2999999999999994,6.5,-5.37,acidic
CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,138106,2.2999999999999994,15.95,-2.38,neutral
Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCNCC5,673938,2.2999999999999994,19.25,10.12,basic
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4,359373,2.2999999999999994,14.08,6.8,neutral
C[C@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1364314,2.2999999999999994,19.7,2.44,neutral
CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)Cc4ccccc4)cc3)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,330767,2.2999999999999994,10.12,9.28,basic
C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c12)C(=O)N5CCOCC5,438040,2.2999999999999994,15.32,5.26,neutral
COCCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,115443,2.3999999999999995,10.62,5.26,neutral
COc1ccc2Nc3ccccc3Sc2c1,755705,2.3999999999999995,18.86,0.13,neutral
C[C@H](CNCCc1ccc2[nH]nnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7,280210,2.3999999999999995,8.76,10.49,basic
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCCN(CC5)C(=O)C,1166749,2.3999999999999995,14.01,5.26,neutral
Cc1cc(Oc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)c2)c(nc1C)c4ccccn4,573052,2.5,10.75,6.18,neutral
OC1=C(C(=O)Nc2cc(Cl)ccc12)c3cccc(Oc4ccccc4)c3,42096,2.5,6.95,-2.2,acidic
COc1cc(Nc2cc(Nc3c(Cl)ccc4OCOc34)ncn2)cc(OC)c1OC,425628,2.5,13.44,5.0,neutral
COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)N4C[C@@H](C)O[C@@H](C)C4)N5CCOCC5,616942,2.5,14.59,2.06,neutral
[O-][S+]1CCN(CC1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cn2,1346111,2.5,5.68,5.06,acidic
[O-][N+](=O)c1ccc(Oc2ccc(cc2)C(=O)NCc3ccncc3)cc1,1159339,2.5,14.87,5.02,neutral
COc1ccc(cn1)[C@H](CC(=O)O)N2CCN(CCCc3ccc4CCCNc4n3)C2=O,240166,2.5,3.97,6.52,acidic
C1CN(CCO1)c2cc(Nc3nccc(Nc4cccc5[nH]ncc45)n3)cc(c2)N6CCOCC6,710437,2.5,13.5,4.6,neutral
Fc1ccc(NC(=S)N2CCC(CC2)C(=O)c3ccc(F)cc3)cc1,1084418,2.5,14.0,-7.5,neutral
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN5CCOCC5,341892,2.5,15.88,6.83,neutral
